 num;                                                              Material;     source;       CAS ID;  MM_gmol;     Tc/K;      Pc/MPa;  Dc/kgm3;  Acentric; k0_cp0_JmolK; k1_cp0_JmolK; epsilon_kB_K; sigma_nm
 168;                                                             1-butanol;      DWSIM;      71-36-3;  74.1216;  563.050;    4.423000;  269.533;  0.591000;      0.00000;      0.00000;      0.00000;  0.00000
 169;                                                             1-decanol;      DWSIM;     112-30-1; 158.2810;  688.000;    2.308000;  245.397;  0.606986;      0.00000;      0.00000;      0.00000;  0.00000
 170;                                                              1-decene;      DWSIM;     872-05-9; 140.2658;  616.600;    2.223000;  240.181;  0.480456;      0.00000;      0.00000;      0.00000;  0.00000
 171;                                                           1-dodecanol;      DWSIM;     112-53-8; 186.3340;  718.700;    1.954000;  236.765;  0.655561;      0.00000;      0.00000;      0.00000;  0.00000
 172;                                                            1-dodecene;      DWSIM;     112-41-4; 168.3190;  657.100;    1.888000;  232.164;  0.561971;      0.00000;      0.00000;      0.00000;  0.00000
 173;                                                           1-eicosanol;      DWSIM;     629-96-9; 298.5470;  808.230;    1.070000;  258.259;  0.878895;      0.00000;      0.00000;      0.00000;  0.00000
 174;                                                            1-eicosene;      DWSIM;    3452-07-1; 280.5316;  765.400;    1.040000;  241.838;  0.880365;      0.00000;      0.00000;      0.00000;  0.00000
 175;                                                        1-heptadecanol;      DWSIM;    1454-85-9; 256.4670;  779.200;    1.377000;  221.092;  0.812318;      0.00000;      0.00000;      0.00000;  0.00000
 176;                                                            1-heptanol;      DWSIM;     111-70-6; 116.2013;  631.900;    3.150000;  267.129;  0.582000;      0.00000;      0.00000;      0.00000;  0.00000
 177;                                                             1-heptene;      DWSIM;     592-76-7;  98.1861;  537.300;    2.920000;  240.064;  0.343000;      0.00000;      0.00000;      0.00000;  0.00000
 178;                                                         1-hexadecanol;      DWSIM;   36653-82-4; 242.4410;  768.600;    1.468000;  224.482;  0.778775;      0.00000;      0.00000;      0.00000;  0.00000
 179;                                                          1-hexadecene;      DWSIM;     629-73-2; 224.4253;  717.039;    1.340000;  222.644;  0.721300;      0.00000;      0.00000;      0.00000;  0.00000
 180;                                                             1-hexanol;      DWSIM;     111-27-3; 102.1748;  611.400;    3.510000;  268.175;  0.580000;      0.00000;      0.00000;      0.00000;  0.00000
 181;                                                              1-hexene;      DWSIM;     592-41-6;  84.1595;  504.000;    3.143000;  237.002;  0.281000;      0.00000;      0.00000;      0.00000;  0.00000
 182;                                          1-methyl-1-ethylcyclopentane;      DWSIM;   16747-50-5; 112.2126;  582.000;    3.020000;  262.179;  0.329811;      0.00000;      0.00000;      0.00000;  0.00000
 183;                                            1-methyl-3-n-propylbenzene;      DWSIM;    1074-43-7; 134.2182;  656.000;    2.860000;  278.461;  0.412785;      0.00000;      0.00000;      0.00000;  0.00000
 184;                                            1-methyl-4-n-propylbenzene;      DWSIM;    1074-55-1; 134.2182;  658.000;    2.860000;  278.461;  0.413441;      0.00000;      0.00000;      0.00000;  0.00000
 185;                                                        1-methylindene;      DWSIM;     767-59-9; 130.1864;  703.000;    3.460000;  298.593;  0.334861;      0.00000;      0.00000;      0.00000;  0.00000
 186;                                                   1-methylnaphthalene;      DWSIM;      90-12-0; 142.1971;  772.000;    3.600000;  307.786;  0.348000;      0.00000;      0.00000;      0.00000;  0.00000
 187;                                                         1-nitrobutane;      DWSIM;     627-05-4; 103.1198;  623.000;    3.600000;  305.088;  0.454584;      0.00000;      0.00000;      0.00000;  0.00000
 188;                                                        1-nitropropane;      DWSIM;     108-03-2;  89.0932;  605.000;    4.350000;  309.351;  0.412773;      0.00000;      0.00000;      0.00000;  0.00000
 189;                                                         1-nonadecanol;      DWSIM;    1454-84-8; 284.5203;  795.000;    1.142842;  255.556;  0.860000;      0.00000;      0.00000;      0.00000;  0.00000
 190;                                                             1-nonanol;      DWSIM;     143-08-8; 144.2550;  670.900;    2.527000;  250.443;  0.584074;      0.00000;      0.00000;      0.00000;  0.00000
 191;                                                              1-nonene;      DWSIM;     124-11-8; 126.2392;  594.000;    2.330000;  239.999;  0.411000;      0.00000;      0.00000;      0.00000;  0.00000
 192;                                                         1-octadecanol;      DWSIM;     112-92-5; 270.4940;  786.000;    1.230000;  258.599;  0.832224;      0.00000;      0.00000;      0.00000;  0.00000
 193;                                                          1-octadecene;      DWSIM;     112-88-9; 252.4784;  739.260;    1.140000;  218.975;  0.806600;      0.00000;      0.00000;      0.00000;  0.00000
 194;                                                             1-octanol;      DWSIM;     111-87-5; 130.2280;  652.300;    2.783000;  255.851;  0.569694;      0.00000;      0.00000;      0.00000;  0.00000
 195;                                                              1-octene;      DWSIM;     111-66-0; 112.2126;  567.000;    2.680000;  239.770;  0.393000;      0.00000;      0.00000;      0.00000;  0.00000
 196;                                                        1-pentadecanol;      DWSIM;     629-76-5; 228.4140;  757.300;    1.569000;  226.153;  0.750675;      0.00000;      0.00000;      0.00000;  0.00000
 197;                                                            1-pentanol;      DWSIM;      71-41-0;  88.1482;  588.150;    3.909000;  270.393;  0.579000;      0.00000;      0.00000;      0.00000;  0.00000
 198;                                                   1-phenylnaphthalene;      DWSIM;     605-02-7; 204.2665;  849.000;    2.630000;  311.382;  0.530878;      0.00000;      0.00000;      0.00000;  0.00000
 199;                                                            1-propanol;      DWSIM;      71-23-8;  60.0950;  536.780;    5.175000;  274.406;  0.629000;      0.00000;      0.00000;      0.00000;  0.00000
 200;                                                        1-tetradecanol;      DWSIM;     112-72-1; 214.3870;  738.700;    1.680000;  259.548;  0.716811;      0.00000;      0.00000;      0.00000;  0.00000
 201;                                                         1-tetradecene;      DWSIM;    1120-36-1; 196.3721;  691.000;    1.627000;  227.020;  0.650303;      0.00000;      0.00000;      0.00000;  0.00000
 202;                                                          1-tridecanol;      DWSIM;     112-70-9; 200.3610;  732.400;    1.810000;  232.978;  0.712000;      0.00000;      0.00000;      0.00000;  0.00000
 203;                                                           1-undecanol;      DWSIM;     112-42-5; 172.3080;  703.900;    2.119000;  240.990;  0.623622;      0.00000;      0.00000;      0.00000;  0.00000
 204;                                                            1-undecene;      DWSIM;     821-95-4; 154.2924;  637.800;    2.044000;  234.844;  0.522466;      0.00000;      0.00000;      0.00000;  0.00000
 205;                                             2,2,3,3-tetramethylbutane;      DWSIM;     594-82-1; 114.2285;  567.800;    2.870000;  236.989;  0.248000;      0.00000;      0.00000;      0.00000;  0.00000
 206;                                            2,2,3,3-tetramethylpentane;      DWSIM;    7154-79-2; 128.2551;  607.600;    2.740000;  268.316;  0.304000;      0.00000;      0.00000;      0.00000;  0.00000
 207;                                            2,2,3,4-tetramethylpentane;      DWSIM;    1186-53-4; 128.2551;  592.700;    2.530000;  261.745;  0.301000;      0.00000;      0.00000;      0.00000;  0.00000
 208;                                                 2,2,3-trimethylbutane;      DWSIM;     464-06-2; 100.2020;  531.100;    2.950000;  252.017;  0.250000;      0.00000;      0.00000;      0.00000;  0.00000
 209;                                                2,2,3-trimethylpentane;      DWSIM;     564-02-3; 114.2285;  563.400;    2.730000;  261.992;  0.298000;      0.00000;      0.00000;      0.00000;  0.00000
 210;                                            2,2,4,4-tetramethylpentane;      DWSIM;    1070-87-7; 128.2551;  571.350;    2.360870;  254.474;  0.313609;      0.00000;      0.00000;      0.00000;  0.00000
 211;                                                 2,2,5-trimethylhexane;      DWSIM;    3522-94-9; 128.2551;  568.050;    2.330000;  247.120;  0.357100;      0.00000;      0.00000;      0.00000;  0.00000
 212;                                               2,2-dimethyl-1-propanol;      DWSIM;      75-84-3;  88.1482;  552.700;    4.078000;  269.566;  0.595013;      0.00000;      0.00000;      0.00000;  0.00000
 213;                                                   2,2-dimethylheptane;      DWSIM;    1071-26-7; 128.2551;  577.800;    2.350000;  244.295;  0.383000;      0.00000;      0.00000;      0.00000;  0.00000
 214;                                                    2,2-dimethylhexane;      DWSIM;     590-73-8; 114.2285;  549.800;    2.530000;  238.972;  0.339000;      0.00000;      0.00000;      0.00000;  0.00000
 215;                                                    2,2-dimethyloctane;      DWSIM;   15869-87-1; 142.2817;  602.400;    2.110000;  241.278;  0.428759;      0.00000;      0.00000;      0.00000;  0.00000
 216;                                                   2,2-dimethylpentane;      DWSIM;     590-35-2; 100.2020;  520.400;    2.770000;  240.986;  0.287000;      0.00000;      0.00000;      0.00000;  0.00000
